code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_score
GGG,2013J,M,London Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,62.0
GGG,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,91.66666666666667
GGG,2013J,F,South Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,86.33333333333333
GGG,2013J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,85.0
GGG,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,150,Y,Fail,65.375
GGG,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,91.75
GGG,2013J,F,South West Region,Lower Than A Level,60-70%,0-35,0,150,N,Pass,71.11111111111111
GGG,2013J,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,
GGG,2013J,F,South East Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,77.77777777777777
GGG,2013J,F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,76.25
GGG,2013J,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Fail,
GGG,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,81.22222222222223
GGG,2013J,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,87.44444444444444
GGG,2013J,M,South East Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,94.44444444444444
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,82.22222222222223
GGG,2013J,F,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,
GGG,2013J,M,North Western Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn,
GGG,2013J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,81.66666666666667
GGG,2013J,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,65.77777777777777
GGG,2013J,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,87.22222222222223
GGG,2013J,M,East Anglian Region,HE Qualification,70-80%,0-35,0,90,N,Distinction,70.71428571428571
GGG,2013J,M,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,67.0
GGG,2013J,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,85.55555555555556
GGG,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,
GGG,2013J,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,79.71428571428571
GGG,2013J,F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction,89.88888888888889
GGG,2013J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,45,N,Pass,44.0
GGG,2013J,F,South East Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail,67.66666666666667
GGG,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction,91.11111111111111
GGG,2013J,F,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,89.0
GGG,2013J,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,50.0
GGG,2013J,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,98.33333333333333
GGG,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,87.22222222222223
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,Y,Pass,70.22222222222223
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,45,N,Pass,68.0
GGG,2013J,M,London Region,Lower Than A Level,20-30%,35-55,0,45,N,Pass,79.44444444444444
GGG,2013J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,78.33333333333333
GGG,2013J,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,45,N,Pass,58.666666666666664
GGG,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,75,N,Pass,83.88888888888889
GGG,2013J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Distinction,92.77777777777777
GGG,2013J,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,65.55555555555556
GGG,2013J,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,54.0
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Withdrawn,
GGG,2013J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,87.14285714285714
GGG,2013J,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,77.66666666666667
GGG,2013J,F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Distinction,85.0
GGG,2013J,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,61.666666666666664
GGG,2013J,F,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,94.77777777777777
GGG,2013J,F,South West Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,78.57142857142857
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,77.55555555555556
GGG,2013J,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,30,N,Withdrawn,
GGG,2013J,F,London Region,A Level or Equivalent,80-90%,0-35,0,45,N,Pass,71.66666666666667
GGG,2013J,F,South Region,A Level or Equivalent,50-60%,35-55,0,45,N,Withdrawn,
GGG,2013J,F,South West Region,HE Qualification,0-10%,0-35,0,30,N,Fail,77.0
GGG,2013J,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Pass,85.88888888888889
GGG,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,45,Y,Pass,56.888888888888886
GGG,2013J,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,64.28571428571429
GGG,2013J,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,79.375
GGG,2013J,F,London Region,No Formal quals,60-70%,0-35,0,30,N,Fail,
GGG,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,
GGG,2013J,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,Y,Fail,33.333333333333336
GGG,2013J,F,South West Region,A Level or Equivalent,70-80%,0-35,0,45,Y,Distinction,83.33333333333333
GGG,2013J,F,South Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass,59.666666666666664
GGG,2013J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,Y,Fail,64.0
GGG,2013J,F,East Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Distinction,91.0
GGG,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,
GGG,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,73.22222222222223
GGG,2013J,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,45,N,Pass,73.57142857142857
GGG,2013J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,Y,Fail,55.0
GGG,2013J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,88.88888888888889
GGG,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass,61.875
GGG,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,67.14285714285714
GGG,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,92.22222222222223
GGG,2013J,M,South West Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,70.0
GGG,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,45,N,Pass,85.0
GGG,2013J,F,West Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,88.44444444444444
GGG,2013J,F,North Western Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,
GGG,2013J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,74.33333333333333
GGG,2013J,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,45,N,Distinction,92.77777777777777
GGG,2013J,F,South West Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,81.11111111111111
GGG,2013J,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,78.88888888888889
GGG,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,51.875
GGG,2013J,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,90,N,Fail,
GGG,2013J,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,71.66666666666667
GGG,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,
GGG,2013J,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,68.75
GGG,2013J,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail,82.5
GGG,2013J,F,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,87.77777777777777
GGG,2013J,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,75.0
GGG,2013J,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,86.11111111111111
GGG,2013J,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,74.375
GGG,2013J,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,85.0
GGG,2013J,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,90.0
GGG,2013J,F,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Fail,70.0
GGG,2013J,F,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,87.75
GGG,2013J,M,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,
GGG,2013J,F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,56.25
GGG,2013J,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,66.88888888888889
GGG,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,86.85714285714286
GGG,2013J,F,South East Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,84.5
GGG,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,
GGG,2013J,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,30,N,Distinction,87.0
GGG,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,86.0
GGG,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Withdrawn,56.0
GGG,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,86.66666666666667
GGG,2013J,F,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,86.66666666666667
GGG,2013J,F,South East Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,67.5
GGG,2013J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,91.0
GGG,2013J,F,South East Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,90.44444444444444
GGG,2013J,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,Y,Fail,55.0
GGG,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,150,N,Pass,68.66666666666667
GGG,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,60.0
GGG,2013J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,74.88888888888889
GGG,2013J,F,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,80.0
GGG,2013J,F,London Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,74.71428571428571
GGG,2013J,F,South Region,Lower Than A Level,30-40%,0-35,0,30,Y,Fail,52.5
GGG,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Distinction,48.42857142857143
GGG,2013J,F,South East Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,60.5
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,82.22222222222223
GGG,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,91.11111111111111
GGG,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,78.75
GGG,2013J,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,
GGG,2013J,F,South Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,51.42857142857143
GGG,2013J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,89.85714285714286
GGG,2013J,M,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,59.285714285714285
GGG,2013J,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,30,Y,Pass,75.77777777777777
GGG,2013J,F,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,
GGG,2013J,F,London Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail,72.5
GGG,2013J,F,London Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,68.77777777777777
GGG,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Fail,89.0
GGG,2013J,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,85.0
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,71.33333333333333
GGG,2013J,F,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,83.0
GGG,2013J,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,
GGG,2013J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,
GGG,2013J,F,London Region,A Level or Equivalent,90-100%,35-55,0,30,N,Withdrawn,85.0
GGG,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,81.55555555555556
GGG,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,82.77777777777777
GGG,2013J,F,South West Region,Lower Than A Level,0-10%,35-55,0,90,Y,Fail,
GGG,2013J,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,89.28571428571429
GGG,2013J,F,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,89.375
GGG,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,79.33333333333333
GGG,2013J,F,South East Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,92.125
GGG,2013J,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn,59.333333333333336
GGG,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,
GGG,2013J,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail,67.66666666666667
GGG,2013J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Fail,
GGG,2013J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass,84.44444444444444
GGG,2013J,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,
GGG,2013J,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,
GGG,2013J,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass,60.44444444444444
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,83.33333333333333
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,77.5
GGG,2013J,F,South Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,91.88888888888889
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,79.22222222222223
GGG,2013J,F,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,88.22222222222223
GGG,2013J,F,West Midlands Region,No Formal quals,10-20,0-35,0,30,N,Fail,35.0
GGG,2013J,F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Distinction,83.5
GGG,2013J,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,85.77777777777777
GGG,2013J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,80.71428571428571
GGG,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,70.22222222222223
GGG,2013J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,
GGG,2013J,F,South East Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,93.33333333333333
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,
GGG,2013J,F,South West Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,88.33333333333333
GGG,2013J,M,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,85.55555555555556
GGG,2013J,F,North Western Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail,
GGG,2013J,M,North Western Region,HE Qualification,0-10%,0-35,0,30,N,Fail,62.333333333333336
GGG,2013J,F,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,86.66666666666667
GGG,2013J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,81.33333333333333
GGG,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,90.0
GGG,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,73.875
GGG,2013J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,88.33333333333333
GGG,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,90.11111111111111
GGG,2013J,F,South West Region,Lower Than A Level,70-80%,0-35,0,30,Y,Pass,60.0
GGG,2013J,F,North Western Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,76.875
GGG,2013J,F,North Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,51.25
GGG,2013J,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,
GGG,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,Y,Distinction,79.22222222222223
GGG,2013J,F,South Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,69.0
GGG,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,N,Fail,81.75
GGG,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction,86.88888888888889
GGG,2013J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Distinction,90.55555555555556
GGG,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,150,Y,Withdrawn,60.0
GGG,2013J,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,
GGG,2013J,F,North Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,90.66666666666667
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,89.44444444444444
GGG,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,40,N,Withdrawn,65.0
GGG,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,90.0
GGG,2013J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Pass,83.88888888888889
GGG,2013J,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,83.57142857142857
GGG,2013J,F,North Western Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,93.88888888888889
GGG,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,70.71428571428571
GGG,2013J,F,South Region,Lower Than A Level,50-60%,55<=,0,30,N,Fail,79.16666666666667
GGG,2013J,F,London Region,HE Qualification,20-30%,0-35,0,30,N,Pass,79.22222222222223
GGG,2013J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,82.85714285714286
GGG,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,
GGG,2013J,F,South Region,Lower Than A Level,30-40%,35-55,0,30,Y,Pass,70.55555555555556
GGG,2013J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,80.55555555555556
GGG,2013J,F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,86.66666666666667
GGG,2013J,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,75.0
GGG,2013J,F,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,68.66666666666667
GGG,2013J,F,North Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,91.25
GGG,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,84.75
GGG,2013J,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,76.875
GGG,2013J,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,86.11111111111111
GGG,2013J,F,East Anglian Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,90.71428571428571
GGG,2013J,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,72.22222222222223
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,55.0
GGG,2013J,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,85.71428571428571
GGG,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,82.22222222222223
GGG,2013J,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass,61.625
GGG,2013J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,75.625
GGG,2013J,F,West Midlands Region,No Formal quals,10-20,0-35,0,30,N,Fail,37.0
GGG,2013J,F,East Anglian Region,No Formal quals,20-30%,0-35,0,30,N,Pass,68.33333333333333
GGG,2013J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,83.88888888888889
GGG,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,93.33333333333333
GGG,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,30,N,Fail,
GGG,2013J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,91.66666666666667
GGG,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Fail,80.5
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,79.44444444444444
GGG,2013J,F,London Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,87.22222222222223
GGG,2013J,F,London Region,HE Qualification,30-40%,0-35,0,30,N,Withdrawn,
GGG,2013J,F,South Region,A Level or Equivalent,50-60%,35-55,0,30,N,Fail,63.75
GGG,2013J,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,150,N,Pass,66.14285714285714
GGG,2013J,F,South East Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,91.66666666666667
GGG,2013J,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Distinction,92.77777777777777
GGG,2013J,M,South Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,68.57142857142857
GGG,2013J,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,Y,Pass,73.88888888888889
GGG,2013J,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,83.33333333333333
GGG,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,Y,Pass,85.28571428571429
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,86.875
GGG,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,89.44444444444444
GGG,2013J,F,London Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,93.77777777777777
GGG,2013J,F,London Region,No Formal quals,10-20,0-35,0,30,N,Fail,72.0
GGG,2013J,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,75.875
GGG,2013J,F,South East Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,64.28571428571429
GGG,2013J,F,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,55.375
GGG,2013J,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,
GGG,2013J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,68.0
GGG,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,70.0
GGG,2013J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,79.14285714285714
GGG,2013J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,82.11111111111111
GGG,2013J,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,81.33333333333333
GGG,2013J,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,72.0
GGG,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,85.33333333333333
GGG,2013J,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,78.57142857142857
GGG,2013J,F,London Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,77.85714285714286
GGG,2013J,F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,55.0
GGG,2013J,M,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,
GGG,2013J,F,South West Region,HE Qualification,30-40%,0-35,0,30,N,Distinction,91.625
GGG,2013J,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,55.0
GGG,2013J,F,North Region,Lower Than A Level,0-10%,35-55,0,90,N,Fail,45.0
GGG,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,77.5
GGG,2013J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,85.55555555555556
GGG,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,91.66666666666667
GGG,2013J,F,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,93.11111111111111
GGG,2013J,F,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,87.77777777777777
GGG,2013J,F,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,63.666666666666664
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,73.33333333333333
GGG,2013J,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,71.11111111111111
GGG,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,89.5
GGG,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,72.85714285714286
GGG,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,
GGG,2013J,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,30,N,Fail,
GGG,2013J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,85.0
GGG,2013J,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,88.375
GGG,2013J,F,South Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,77.57142857142857
GGG,2013J,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,79.11111111111111
GGG,2013J,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,84.28571428571429
GGG,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,Y,Withdrawn,
GGG,2013J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,70.0
GGG,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,73.11111111111111
GGG,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,30,Y,Fail,73.0
